epoch,optimizer_step,unscaled_loss,gradient_norm,learning_rate,accumulated_sample_ids,accumulated_micro_batches,inner_dev_accuracy,inner_dev_macro_f1
1,1,0.1129617691040039,52.25424575805664,3.3333333333333335e-05,"[""train_0075"", ""train_0019"", ""train_0233"", ""train_1344"", ""train_1466"", ""train_0001"", ""train_0332"", ""train_0266"", ""train_0433"", ""train_0005"", ""train_0935"", ""train_0895"", ""train_0701"", ""train_1219"", ""train_1197"", ""train_0654""]",16,,
1,2,1.18511962890625,33.24604797363281,5e-05,"[""train_0516"", ""train_0855"", ""train_0883"", ""train_0610"", ""train_0729"", ""train_1187"", ""train_0027"", ""train_0558"", ""train_0769"", ""train_0150"", ""train_0258"", ""train_0850"", ""train_0824"", ""train_1427"", ""train_0521"", ""train_1131""]",16,,
1,3,2.7734375,19.04747200012207,6.666666666666667e-05,"[""train_0201"", ""train_0834"", ""train_1029"", ""train_1186"", ""train_1481"", ""train_1231"", ""train_0542"", ""train_1321"", ""train_1018"", ""train_0097"", ""train_1373"", ""train_0309"", ""train_0833"", ""train_0974"", ""train_0369"", ""train_0068""]",16,,
1,4,0.8596572875976562,35.57802963256836,8.333333333333334e-05,"[""train_0271"", ""train_1011"", ""train_1260"", ""train_1083"", ""train_0169"", ""train_1220"", ""train_1056"", ""train_0694"", ""train_0602"", ""train_1080"", ""train_1459"", ""train_0300"", ""train_1147"", ""train_0011"", ""train_0809"", ""train_0535""]",16,,
1,5,0.7460958957672119,9.990533828735352,0.0001,"[""train_1417"", ""train_0849"", ""train_0461"", ""train_1156"", ""train_0580"", ""train_0852"", ""train_0207"", ""train_0989"", ""train_0447"", ""train_1063"", ""train_1326"", ""train_0398"", ""train_0823"", ""train_0957"", ""train_0391"", ""train_0793""]",16,,
1,6,0.2938232421875,2.65898060798645,0.0001,"[""train_0208"", ""train_0152"", ""train_1077"", ""train_1367"", ""train_0452"", ""train_0553"", ""train_0065"", ""train_0837"", ""train_0641"", ""train_0242"", ""train_0426"", ""train_0678"", ""train_0573"", ""train_0416"", ""train_1328"", ""train_1455""]",16,,
1,7,0.21093875169754028,2.538773536682129,9.912280701754386e-05,"[""train_0582"", ""train_1399"", ""train_0039"", ""train_0755"", ""train_0593"", ""train_1304"", ""train_0515"", ""train_0028"", ""train_0468"", ""train_1071"", ""train_1388"", ""train_0287"", ""train_0873"", ""train_0857"", ""train_0376"", ""train_0085""]",16,,
1,8,0.4589856266975403,1.9649176597595215,9.824561403508771e-05,"[""train_1215"", ""train_1058"", ""train_0878"", ""train_0149"", ""train_1432"", ""train_1435"", ""train_0355"", ""train_0306"", ""train_0390"", ""train_0222"", ""train_0677"", ""train_0667"", ""train_1127"", ""train_0094"", ""train_1445"", ""train_0564""]",16,0.47717842323651455,0.44395707288965713
1,9,0.10498076677322388,2.990182638168335,9.736842105263158e-05,"[""train_0299"", ""train_0907"", ""train_1383"", ""train_0245"", ""train_0966"", ""train_1313"", ""train_0965"", ""train_0591"", ""train_0256"", ""train_1440"", ""train_0301"", ""train_1359"", ""train_0889"", ""train_0434"", ""train_1316"", ""train_0340""]",16,,
1,10,0.5742194056510925,4.071041107177734,9.649122807017544e-05,"[""train_0525"", ""train_0475"", ""train_0975"", ""train_0360"", ""train_0730"", ""train_0875"", ""train_0077"", ""train_1336"", ""train_1106"", ""train_1162"", ""train_0239"", ""train_0029"", ""train_1026"", ""train_1364"", ""train_0813"", ""train_0176""]",16,,
