experiment_id,rows,accuracy,macro_f1,parse_rate
Z-F1,298,0.4395973154362416,0.39489923539865296,0.9966442953020134
Z-F3,298,0.48322147651006714,0.44452646960870645,1.0
Z-F8,298,0.4865771812080537,0.448848403751421,1.0
