experiment_id,rows,accuracy,macro_f1,parse_rate
Z-F1,20,0.75,0.7166666666666667,1.0
Z-F3,20,0.6,0.5064102564102564,1.0
Z-F8,20,0.6,0.5583333333333332,1.0
