resample,accuracy,macro_f1,class_f1_A,class_f1_B,class_f1_C,class_f1_D,parse_rate,mean_latency_seconds,mean_realized_tiles
0,0.506578947368421,0.48858866165640974,0.43956043956043955,0.5887445887445888,0.48854961832061067,0.4375,1.0,0.9814802825904304,7.815789473684211
1,0.43,0.3893280149249022,0.4022346368715084,0.5102880658436214,0.3902439024390244,0.2545454545454545,1.0,0.9842507309621821,7.8
2,0.4470198675496689,0.40468374661447615,0.3728813559322034,0.5533596837944664,0.4067796610169492,0.2857142857142857,1.0,0.9932392424169854,7.821192052980132
3,0.445859872611465,0.4267536987437598,0.35789473684210527,0.5321888412017167,0.4740740740740741,0.34285714285714286,1.0,0.9907432530330387,7.8789808917197455
4,0.4185303514376997,0.3697510369960016,0.2983425414364641,0.5836575875486382,0.33613445378151263,0.2608695652173913,1.0,0.9759170018320981,7.7699680511182105
5,0.4935064935064935,0.4709764071841821,0.4262295081967213,0.5772357723577236,0.46774193548387094,0.4126984126984127,1.0,0.986074046597683,7.8311688311688314
6,0.4319526627218935,0.3799104076993761,0.41379310344827586,0.49193548387096775,0.44,0.17391304347826086,1.0,0.9621166727648904,7.863905325443787
7,0.44569288389513106,0.4107517716912469,0.36231884057971014,0.5638766519823789,0.34,0.37681159420289856,1.0,0.9680955543318827,7.850187265917603
8,0.4355400696864111,0.40665441276214764,0.3902439024390244,0.5172413793103449,0.39655172413793105,0.3225806451612903,1.0,0.9662939246503786,7.811846689895471
9,0.4605263157894737,0.4308459019283513,0.39572192513368987,0.5655737704918032,0.39285714285714285,0.36923076923076925,1.0,0.9524596690194143,7.717105263157895
10,0.45098039215686275,0.4194849771330035,0.40625,0.5506072874493927,0.35185185185185186,0.36923076923076925,1.0,0.9781539247194732,7.908496732026144
11,0.4486301369863014,0.4455317302250664,0.43157894736842106,0.4791666666666667,0.43548387096774194,0.4358974358974359,1.0,0.9832216690976989,7.86986301369863
12,0.44039735099337746,0.3954779677897641,0.425531914893617,0.5478260869565217,0.3697478991596639,0.23880597014925373,1.0,1.0016770623223423,7.854304635761589
13,0.42857142857142855,0.41654550906637466,0.3422459893048128,0.514018691588785,0.4462809917355372,0.36363636363636365,1.0,0.9836218972012502,7.775510204081633
14,0.4713375796178344,0.43298297816991044,0.4022346368715084,0.5703125,0.43795620437956206,0.32142857142857145,1.0,0.9831176082022298,7.808917197452229
15,0.525974025974026,0.49383223684210525,0.5,0.631578947368421,0.4375,0.40625,1.0,0.9727681864222343,7.818181818181818
16,0.4523809523809524,0.4249137336093858,0.4126984126984127,0.5391304347826087,0.4,0.34782608695652173,1.0,0.9813640842651378,7.775510204081633
17,0.5133333333333333,0.48883310448284834,0.45263157894736844,0.6233766233766234,0.4247787610619469,0.45454545454545453,1.0,0.9794162128369014,7.78
18,0.5015290519877675,0.4666934574859103,0.49056603773584906,0.584,0.42857142857142855,0.36363636363636365,1.0,0.9496569715850397,7.7370030581039755
19,0.4129032258064516,0.37229703889838867,0.3448275862068966,0.5220883534136547,0.3937007874015748,0.22857142857142856,1.0,1.0072177181831532,7.780645161290322
20,0.5190311418685121,0.5053874576492198,0.43373493975903615,0.6008583690987125,0.48695652173913045,0.5,1.0,0.9835535100239061,7.695501730103806
21,0.4295774647887324,0.4143957827986189,0.384180790960452,0.5247524752475248,0.31683168316831684,0.4318181818181818,1.0,0.992854122833257,7.809859154929577
22,0.43333333333333335,0.4121386247954515,0.39593908629441626,0.5070422535211268,0.4482758620689655,0.2972972972972973,1.0,0.9690109778971722,7.766666666666667
23,0.4875,0.46588211291423776,0.4083769633507853,0.5783132530120482,0.47058823529411764,0.40625,1.0,0.9856003572582267,7.7875
24,0.488135593220339,0.43322368421052626,0.4632768361581921,0.575,0.49122807017543857,0.2033898305084746,1.0,0.9765436830693635,7.823728813559322
25,0.4896551724137931,0.4619572935686752,0.37735849056603776,0.5887096774193549,0.4666666666666667,0.41509433962264153,1.0,0.9879621757997264,7.889655172413793
26,0.4258064516129032,0.3901711481799422,0.39195979899497485,0.5178571428571429,0.3916083916083916,0.25925925925925924,1.0,0.9785063094940156,7.84516129032258
27,0.445993031358885,0.40727429425124995,0.41711229946524064,0.5585585585585585,0.32989690721649484,0.3235294117647059,1.0,0.986914692138312,7.902439024390244
28,0.45918367346938777,0.43005584350875825,0.45555555555555555,0.5381165919282511,0.3888888888888889,0.33766233766233766,1.0,0.9921114665240708,7.904761904761905
29,0.4840764331210191,0.4584163411686991,0.44919786096256686,0.5764192139737991,0.43661971830985913,0.37142857142857144,1.0,0.9914833825188363,7.840764331210191
30,0.4966216216216216,0.4702130241755613,0.4523809523809524,0.5932203389830508,0.39622641509433965,0.43902439024390244,1.0,0.9732889049573222,7.763513513513513
31,0.47019867549668876,0.44811651737634123,0.3699421965317919,0.5738396624472574,0.47368421052631576,0.375,1.0,1.0039167250660772,7.701986754966887
32,0.42105263157894735,0.3860551601925982,0.313953488372093,0.55,0.3851851851851852,0.29508196721311475,1.0,0.9696501318065106,7.842105263157895
33,0.49514563106796117,0.4823215744631186,0.46078431372549017,0.5555555555555556,0.484375,0.42857142857142855,1.0,0.9815134374020941,7.805825242718447
34,0.5016722408026756,0.456604143554508,0.46632124352331605,0.6266094420600858,0.3826086956521739,0.3508771929824561,1.0,0.9694872141588342,7.765886287625418
35,0.5227272727272727,0.5023301992010845,0.4479166666666667,0.6200873362445415,0.5038167938931297,0.4375,1.0,0.9681380545998646,7.662337662337662
36,0.43537414965986393,0.3935512734303443,0.30303030303030304,0.5761316872427984,0.41379310344827586,0.28125,1.0,0.9777371997843642,7.782312925170068
37,0.4865771812080537,0.45256979767432554,0.43902439024390244,0.6052631578947368,0.37254901960784315,0.39344262295081966,1.0,0.9752925391458975,7.832214765100671
38,0.4511784511784512,0.4331536765747292,0.43243243243243246,0.5194805194805194,0.3333333333333333,0.4473684210526316,1.0,0.9924014185081779,7.723905723905724
39,0.40853658536585363,0.38443139958680905,0.3465346534653465,0.47244094488188976,0.46875,0.25,1.0,0.9731594045623774,7.725609756097561
40,0.4865771812080537,0.4629106068079837,0.4712041884816754,0.5405405405405406,0.48695652173913045,0.35294117647058826,1.0,0.9658235040049525,7.778523489932886
41,0.4842105263157895,0.45652566871443895,0.4581005586592179,0.5663716814159292,0.3958333333333333,0.4057971014492754,1.0,0.9823573994924102,7.782456140350877
42,0.4236111111111111,0.40742720744890715,0.3804347826086957,0.49137931034482757,0.35789473684210527,0.4,1.0,0.9957154381457561,7.881944444444445
43,0.4513888888888889,0.4450259451704507,0.3687150837988827,0.5463414634146342,0.40350877192982454,0.46153846153846156,1.0,0.9777240158000495,7.777777777777778
44,0.49836065573770494,0.48180263162248094,0.48826291079812206,0.5581395348837209,0.43636363636363634,0.4444444444444444,1.0,0.9726557977864,7.842622950819672
45,0.4965986394557823,0.4542333498156791,0.4567901234567901,0.5943775100401606,0.43243243243243246,0.3333333333333333,1.0,0.9882595332047972,7.877551020408164
46,0.5017667844522968,0.4674277493675648,0.38271604938271603,0.6239316239316239,0.5048543689320388,0.3582089552238806,1.0,0.9851955607395237,7.724381625441696
47,0.42574257425742573,0.3803147340153919,0.42162162162162165,0.5087719298245614,0.40625,0.18461538461538463,1.0,0.9822672989877193,7.848184818481848
48,0.43103448275862066,0.4300129114907224,0.37209302325581395,0.48372093023255813,0.3584905660377358,0.5057471264367817,1.0,0.9942581849172711,7.8068965517241375
