resample,accuracy_delta,macro_f1_delta,class_f1_A_delta,class_f1_B_delta,class_f1_C_delta,class_f1_D_delta,parse_rate_delta,mean_latency_seconds_delta,mean_realized_tiles_delta
95,0.10738255033557043,0.10427541426905634,0.14123563720183002,0.10395683453237414,0.0435897435897436,0.1283194417522776,0.0,1.3374171526008756,0.14765100671140896
96,0.026666666666666672,0.04369379540859397,0.08863636363636362,0.04007285974499086,0.02554327106366755,0.020522687189353905,0.010000000000000009,1.3498545450624078,0.19333333333333336
97,0.05067567567567566,0.07411859583558944,0.09527093596059116,0.052631578947368474,0.06940520176773168,0.07916666666666666,0.0033783783783783994,1.3220421561209887,0.1418918918918921
98,0.08041958041958047,0.08730826488152932,0.21971871412169924,0.042330024349129025,-0.0027472527472527375,0.08993157380254158,0.0,1.2772213569646897,0.104895104895105
99,-0.012539184952978066,0.015121484046755729,0.05362384285391736,-0.0016042780748664054,-0.05714285714285716,0.06560922855082912,0.009404388714733591,1.351161242524004,0.2570532915360504
100,0.04950495049504949,0.0872052956628081,0.19168448562603946,0.01735962001431457,0.04128011506652285,0.09849696194435559,0.0066006600660065695,1.4033064571279947,0.23762376237623783
101,-0.01672240802675584,0.00915878934500497,0.08695652173913043,-0.026799714896650007,-0.11251109139307897,0.08898944193061842,0.006688963210702337,1.4177666054540206,0.21404682274247477
102,0.11006289308176098,0.13729320389073074,0.17964644051600576,0.0767299645960734,0.1454323589772034,0.1473640514736405,0.0062893081761006275,1.308903236460503,0.2075471698113205
103,0.03934426229508198,0.0639828920109266,0.025513254933227036,0.04705281039070375,0.039241334205362965,0.14412416851441243,0.003278688524590123,1.3839517978371167,0.1311475409836067
104,0.02380952380952378,0.04937835000445734,0.21973503883051626,-0.01141263819991567,-0.1122582759750902,0.10144927536231885,0.0,1.4145501590599971,0.2108843537414966
105,0.0033333333333332993,0.04602183604623028,0.10344827586206895,-0.06768734891216766,0.05054284487517635,0.09778357235984353,0.0,1.3816905996048203,0.3799999999999999
106,0.0766550522648084,0.11330975412225452,0.172606182457904,0.07802104399308296,0.10672757475083058,0.09588421528720037,0.0,1.419702092951443,0.22299651567944245
107,0.06040268456375836,0.07481627313186462,0.041831325301204814,0.10395278864654767,0.07220376522702104,0.08127721335268506,0.006711409395973145,1.2821436832571438,0.11409395973154357
108,0.045138888888888895,0.08694012309210614,0.10316055625790138,0.02258588458827493,0.08868071818891488,0.13333333333333336,0.0,1.3551692663071058,0.048611111111110716
109,0.03819444444444442,0.06871281651483568,-0.011253196930946285,0.03829414159125777,0.11172161172161171,0.13608870967741937,0.0,1.2398969621216467,0.08333333333333304
110,0.06040268456375841,0.09429843035961982,0.1292881032011467,0.038188987233573224,0.01435643564356437,0.19536019536019533,0.003355704697986628,1.3483237189009483,0.2483221476510069
111,0.0721311475409836,0.06667780892224828,0.18381700238989418,0.05801828514949342,0.0326797385620915,-0.007803790412486078,0.0,1.284116624631598,0.12459016393442646
112,-0.033112582781456956,-0.0014757924652641363,0.059547244094488194,-0.07742473040747322,-0.018794914317302347,0.03076923076923077,0.0033112582781457123,1.3771900699955,0.1986754966887414
113,0.0482758620689655,0.05952649727947479,0.11974299065420563,0.04493884985688257,0.09199999999999997,-0.018575851393188847,0.0034482758620689724,1.3051282089878002,0.1034482758620694
114,-0.01980198019801982,0.0225648821941975,0.07659251769464104,-0.05448228667684374,-0.05125368731563418,0.11940298507462688,0.0,1.364527150284708,0.34983498349834985
115,-0.03157894736842104,0.009362146089160528,0.017983524770855075,-0.05414012738853502,0.025956284153005438,0.04764890282131659,0.0,1.3447615226436602,0.2035087719298243
116,0.019292604501607746,0.07219529951392273,0.11740582342257894,-0.029136182774996744,0.09336870026525201,0.1071428571428571,0.003215434083601254,1.3270215341593725,0.327974276527331
117,0.07299270072992703,0.08589519501705084,0.07812745457401682,0.09148606811145515,0.11586746244083146,0.05809979494190015,0.0,1.348464960681043,0.13868613138686126
118,0.022508038585209,0.0647004334053522,0.11414141414141415,-0.016307909462116243,0.07129431589863244,0.08967391304347827,0.0,1.3883089777082205,0.23151125401929296
119,0.06440677966101693,0.06619098620295233,0.125,0.07340320636891501,0.01333043541259149,0.05303030303030304,0.0,1.3284096311367417,0.15593220338983027
120,0.0383275261324042,0.09757596594319828,0.06315789473684214,0.02350885757229293,0.05591397849462365,0.2477231329690346,0.006968641114982632,1.3629297923575763,0.3066202090592336
121,-0.017064846416382284,0.012356762443305913,0.04374566473988439,-0.04326349855220579,0.03307186771252918,0.015873015873015872,0.0,1.4207807576201168,0.19795221843003397
122,0.010714285714285676,0.0499959160337784,0.13210095982936365,-0.02259958335963641,0.0,0.0904822876653863,0.0035714285714285587,1.3666795286483,0.22857142857142865
123,-0.006535947712418277,0.029045934734978462,0.06669422626429655,-0.03492516037063442,0.05490909090909091,0.02950558213716109,0.009803921568627416,1.3844844784520665,0.17647058823529438
124,0.022435897435897467,0.05629914781802653,0.01388888888888884,-0.013501796110491793,0.07329434697855752,0.1515151515151515,0.0032051282051281937,1.3708514910107719,0.21794871794871806
125,0.060509554140127375,0.09342058073646514,0.24550681516625789,-0.013677041706534554,0.018043025676613478,0.12380952380952381,0.0031847133757961776,1.3653248618445866,0.31210191082802563
126,-0.01742160278745647,0.008381577461835599,0.03591470258136925,0.0023075840720416796,-0.01612454823463999,0.011428571428571455,0.0034843205574912606,1.3891006761298674,0.12543554006968627
127,-0.02265372168284785,0.030554121227583386,0.08818229994700583,-0.07979870596693023,0.03697172392824566,0.07686116700201207,0.003236245954692518,1.350227447419539,0.3106796116504853
128,0.060931899641577025,0.08355521623425766,0.12634920634920638,0.04306953796919788,0.09807692307692306,0.06672519754170325,0.0035842293906810374,1.380143992015324,0.17921146953405032
129,0.04255319148936171,0.037485534073754045,0.15102040816326523,0.03476718403547674,-0.08195876288659792,0.04611330698287219,0.0,1.4215034243901727,0.12765957446808507
130,0.0033003300330033403,0.03731709046183146,0.09398619783108769,-0.014398595258999114,0.04020707506471094,0.02947368421052632,0.0,1.3867139551579561,0.26402640264026367
131,0.0957095709570957,0.11581509352551744,0.1589743589743589,0.055663351928207594,0.21785343243027255,0.03076923076923077,0.0,1.37679149727752,0.2838283828382835
132,0.022292993630573243,0.05964650904582247,0.05405405405405406,0.0006740815638692776,0.04814361485108121,0.13571428571428568,0.006369426751592355,1.2776831280540937,0.17834394904458595
