resample,accuracy,macro_f1,class_f1_A,class_f1_B,class_f1_C,class_f1_D,parse_rate,mean_latency_seconds,mean_realized_tiles
0,0.4967105263157895,0.4672874101843174,0.42424242424242425,0.563573883161512,0.448,0.43333333333333335,1.0,2.3912156341309463,8.0
1,0.49,0.4226243417419888,0.46153846153846156,0.5909090909090909,0.32432432432432434,0.3137254901960784,1.0,2.391276790999497,8.0
2,0.4735099337748344,0.38684336332958374,0.4409448818897638,0.5714285714285714,0.375,0.16,1.0,2.3947794919506653,8.0
3,0.4713375796178344,0.45691018224470364,0.45714285714285713,0.5103448275862069,0.4094488188976378,0.4507042253521127,1.0,2.312295629948401,8.0
4,0.46325878594249204,0.3922964305633017,0.35,0.5828220858895705,0.3333333333333333,0.30303030303030304,1.0,2.314812717569498,8.0
5,0.5097402597402597,0.4711318155684143,0.40601503759398494,0.5916398713826366,0.43859649122807015,0.4482758620689655,1.0,2.2779983044662453,8.0
6,0.5,0.49334817913068174,0.5614035087719298,0.5066666666666667,0.423841059602649,0.48148148148148145,1.0,2.2198164684190993,8.0
7,0.45692883895131087,0.3948639608498815,0.32323232323232326,0.5842696629213483,0.3157894736842105,0.3561643835616438,1.0,2.2897256209169714,8.0
8,0.49477351916376305,0.4598057543847892,0.4806201550387597,0.5693430656934306,0.3584905660377358,0.4307692307692308,1.0,2.3625872116795503,8.0
9,0.48026315789473684,0.4351870932289252,0.45390070921985815,0.5531914893617021,0.42857142857142855,0.3050847457627119,1.0,2.26452861241935,8.0
10,0.48366013071895425,0.4201021675484148,0.40875912408759124,0.6020066889632107,0.35714285714285715,0.3125,1.0,2.341158644515364,8.0
11,0.4452054794520548,0.4305273653138634,0.390625,0.48854961832061067,0.42735042735042733,0.4155844155844156,1.0,2.343480523136661,8.0
12,0.45364238410596025,0.3946301653630487,0.36065573770491804,0.5686274509803921,0.2962962962962963,0.35294117647058826,1.0,2.4452481637616326,8.0
13,0.4523809523809524,0.41550179211469535,0.3064516129032258,0.5555555555555556,0.34545454545454546,0.45454545454545453,1.0,2.3530352321250656,8.0
14,0.5318471337579618,0.48079295256714616,0.5,0.6233766233766234,0.4126984126984127,0.3870967741935484,1.0,2.3380775459223444,8.0
15,0.5227272727272727,0.5027620503382049,0.5,0.5845070422535211,0.4186046511627907,0.5079365079365079,1.0,2.3092645449902522,8.0
16,0.5102040816326531,0.46815697655143934,0.5138888888888888,0.5704225352112676,0.43010752688172044,0.3582089552238806,1.0,2.4387078128666397,8.0
17,0.5133333333333333,0.49213298027245367,0.4460431654676259,0.5869565217391305,0.41379310344827586,0.5217391304347826,1.0,2.260287874282027,8.0
18,0.5076452599388379,0.4821042234601557,0.49696969696969695,0.56,0.4307692307692308,0.4406779661016949,1.0,2.289845645926118,8.0
