experiment_id,rows,accuracy,macro_f1,parse_rate
L16-F1,298,0.46308724832214765,0.43838087493166267,1.0
L16-F3,298,0.47315436241610737,0.4474939229578111,1.0
L16-F8,298,0.48322147651006714,0.4674566387681142,1.0
